source_dir_name,sample_id,error,traceback,timestamp,failure_kind,source_prefix,source_timestamp,object,sample_type,n_objects_parsed,is_empty,is_offgrid,is_rotated,is_multi_object,speakers_parsed,x_position_parsed,y_position_parsed,experiment_id,new_object,new_n_objects,new_speakers,new_x_position,new_y_position,mask_file_name,segmented_overhead_file_name,speckle_vibrations_file_name,audio_file_name,speckle_shifts_ifft_audio_file_name,old_sample_idx,old_object,old_n_objects,old_speakers,old_x_position,old_y_position,raw_image,cropped_image,overlay_image,already_in_new_dataset,old_row_found,old_image_found,has_new_mask,has_new_segmented_overhead,has_new_preview_video,has_new_ifft_audio,old_npz_found,old_raw_found,old_preview_video_found,can_recover_without_raw,can_recover_full,needs_manual_review
cube-10x11y_0001--31-03-20-42-15,493,The app is stopped or disabled,"Traceback (most recent call last):
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 317, in _run_batch
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 260, in process_sample
    f""cat {shlex.quote(NEW_DIR + '/data/metadata.jsonl')} 2>/dev/null || true""
      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_object.py"", line 46, in wrapped
    return await method(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1702, in remote
    return await self._call_function(args, kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1638, in _call_function
    invocation = await _Invocation.create(
                 ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 182, in create
    response = await client.stub.FunctionMap(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
modal.exception.ConflictError: The app is stopped or disabled
",2026-04-23T09:24:24.889794,modal_disabled,cube-10x11y,31-03-20-42-15,cube,grid_single,1,False,False,False,False,0001,10.0,11.0,cube-10x11y_0001--31-03-20-42-15,cube,1.0,0001,10.0,11.0,"{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-010x-011y-1obj-cardboard-2026-03-31-20-42-15/mask.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-010x-011y-1obj-cardboard-2026-03-31-20-42-15/segmented_overhead.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000493/speckle_vibrations.mp4'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/audio/chirp_50_1000_3.0sec.wav'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000493/speckle_shifts_ifft_audio.wav'}",,,,,,,,,,True,False,False,True,True,True,True,False,False,False,False,False,False
cube-10x11y_0010--31-03-20-42-13,494,The app is stopped or disabled,"Traceback (most recent call last):
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 317, in _run_batch
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 260, in process_sample
    f""cat {shlex.quote(NEW_DIR + '/data/metadata.jsonl')} 2>/dev/null || true""
      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_object.py"", line 46, in wrapped
    return await method(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1702, in remote
    return await self._call_function(args, kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1638, in _call_function
    invocation = await _Invocation.create(
                 ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 182, in create
    response = await client.stub.FunctionMap(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
modal.exception.ConflictError: The app is stopped or disabled
",2026-04-23T09:24:40.498740,modal_disabled,cube-10x11y,31-03-20-42-13,cube,grid_single,1,False,False,False,False,0010,10.0,11.0,cube-10x11y_0010--31-03-20-42-13,cube,1.0,0010,10.0,11.0,"{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-010x-011y-1obj-cardboard-2026-03-31-20-42-13/mask.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-010x-011y-1obj-cardboard-2026-03-31-20-42-13/segmented_overhead.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000494/speckle_vibrations.mp4'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/audio/chirp_50_1000_3.0sec.wav'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000494/speckle_shifts_ifft_audio.wav'}",,,,,,,,,,True,False,False,True,True,True,True,False,False,False,False,False,False
cube-10x11y_0100--31-03-20-42-12,495,The app is stopped or disabled,"Traceback (most recent call last):
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 317, in _run_batch
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 260, in process_sample
    f""cat {shlex.quote(NEW_DIR + '/data/metadata.jsonl')} 2>/dev/null || true""
      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_object.py"", line 46, in wrapped
    return await method(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1702, in remote
    return await self._call_function(args, kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1638, in _call_function
    invocation = await _Invocation.create(
                 ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 182, in create
    response = await client.stub.FunctionMap(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
modal.exception.ConflictError: The app is stopped or disabled
",2026-04-23T09:24:56.995079,modal_disabled,cube-10x11y,31-03-20-42-12,cube,grid_single,1,False,False,False,False,0100,10.0,11.0,cube-10x11y_0100--31-03-20-42-12,cube,1.0,0100,10.0,11.0,"{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-010x-011y-1obj-cardboard-2026-03-31-20-42-12/mask.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-010x-011y-1obj-cardboard-2026-03-31-20-42-12/segmented_overhead.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000495/speckle_vibrations.mp4'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/audio/chirp_50_1000_3.0sec.wav'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000495/speckle_shifts_ifft_audio.wav'}",,,,,,,,,,True,False,False,True,True,True,True,False,False,False,False,False,False
cube-10x11y_1000--31-03-20-42-10,496,The app is stopped or disabled,"Traceback (most recent call last):
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 317, in _run_batch
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 260, in process_sample
    f""cat {shlex.quote(NEW_DIR + '/data/metadata.jsonl')} 2>/dev/null || true""
      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_object.py"", line 46, in wrapped
    return await method(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1702, in remote
    return await self._call_function(args, kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1638, in _call_function
    invocation = await _Invocation.create(
                 ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 182, in create
    response = await client.stub.FunctionMap(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
modal.exception.ConflictError: The app is stopped or disabled
",2026-04-23T09:25:12.378572,modal_disabled,cube-10x11y,31-03-20-42-10,cube,grid_single,1,False,False,False,False,1000,10.0,11.0,cube-10x11y_1000--31-03-20-42-10,cube,1.0,1000,10.0,11.0,"{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-010x-011y-1obj-cardboard-2026-03-31-20-42-10/mask.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-010x-011y-1obj-cardboard-2026-03-31-20-42-10/segmented_overhead.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000496/speckle_vibrations.mp4'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/audio/chirp_50_1000_3.0sec.wav'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000496/speckle_shifts_ifft_audio.wav'}",,,,,,,,,,True,False,False,True,True,True,True,False,False,False,False,False,False
cube-1x0y_0001--31-03-18-16-20,497,The app is stopped or disabled,"Traceback (most recent call last):
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 317, in _run_batch
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 260, in process_sample
    f""cat {shlex.quote(NEW_DIR + '/data/metadata.jsonl')} 2>/dev/null || true""
      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_object.py"", line 46, in wrapped
    return await method(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1702, in remote
    return await self._call_function(args, kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1638, in _call_function
    invocation = await _Invocation.create(
                 ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 182, in create
    response = await client.stub.FunctionMap(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
modal.exception.ConflictError: The app is stopped or disabled
",2026-04-23T09:25:30.334267,modal_disabled,cube-1x0y,31-03-18-16-20,cube,grid_single,1,False,False,False,False,0001,1.0,0.0,cube-1x0y_0001--31-03-18-16-20,cube,1.0,0001,,,"{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-POSx-POSy-1obj-cardboard-2026-03-31-18-16-20/mask.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-POSx-POSy-1obj-cardboard-2026-03-31-18-16-20/segmented_overhead.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000497/speckle_vibrations.mp4'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/audio/chirp_50_1000_3.0sec.wav'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000497/speckle_shifts_ifft_audio.wav'}",,,,,,,,,,True,False,False,True,True,True,True,False,False,False,False,False,False
cube-1x0y_0010--31-03-18-16-18,498,The app is stopped or disabled,"Traceback (most recent call last):
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 317, in _run_batch
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 260, in process_sample
    f""cat {shlex.quote(NEW_DIR + '/data/metadata.jsonl')} 2>/dev/null || true""
      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_object.py"", line 46, in wrapped
    return await method(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1702, in remote
    return await self._call_function(args, kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1638, in _call_function
    invocation = await _Invocation.create(
                 ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 182, in create
    response = await client.stub.FunctionMap(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
modal.exception.ConflictError: The app is stopped or disabled
",2026-04-23T09:25:45.797297,modal_disabled,cube-1x0y,31-03-18-16-18,cube,grid_single,1,False,False,False,False,0010,1.0,0.0,cube-1x0y_0010--31-03-18-16-18,cube,1.0,0010,,,"{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-POSx-POSy-1obj-cardboard-2026-03-31-18-16-18/mask.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-POSx-POSy-1obj-cardboard-2026-03-31-18-16-18/segmented_overhead.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000498/speckle_vibrations.mp4'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/audio/chirp_50_1000_3.0sec.wav'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000498/speckle_shifts_ifft_audio.wav'}",,,,,,,,,,True,False,False,True,True,True,True,False,False,False,False,False,False
cube-1x0y_0100--31-03-18-16-16,499,The app is stopped or disabled,"Traceback (most recent call last):
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 317, in _run_batch
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 260, in process_sample
    f""cat {shlex.quote(NEW_DIR + '/data/metadata.jsonl')} 2>/dev/null || true""
      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_object.py"", line 46, in wrapped
    return await method(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1702, in remote
    return await self._call_function(args, kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1638, in _call_function
    invocation = await _Invocation.create(
                 ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 182, in create
    response = await client.stub.FunctionMap(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
modal.exception.ConflictError: The app is stopped or disabled
",2026-04-23T09:26:00.139893,modal_disabled,cube-1x0y,31-03-18-16-16,cube,grid_single,1,False,False,False,False,0100,1.0,0.0,cube-1x0y_0100--31-03-18-16-16,cube,1.0,0100,,,"{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-POSx-POSy-1obj-cardboard-2026-03-31-18-16-16/mask.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-POSx-POSy-1obj-cardboard-2026-03-31-18-16-16/segmented_overhead.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000499/speckle_vibrations.mp4'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/audio/chirp_50_1000_3.0sec.wav'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000499/speckle_shifts_ifft_audio.wav'}",,,,,,,,,,True,False,False,True,True,True,True,False,False,False,False,False,False
cube-1x0y_1000--31-03-18-16-14,500,The app is stopped or disabled,"Traceback (most recent call last):
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 317, in _run_batch
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 260, in process_sample
    f""cat {shlex.quote(NEW_DIR + '/data/metadata.jsonl')} 2>/dev/null || true""
      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_object.py"", line 46, in wrapped
    return await method(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1702, in remote
    return await self._call_function(args, kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1638, in _call_function
    invocation = await _Invocation.create(
                 ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 182, in create
    response = await client.stub.FunctionMap(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
modal.exception.ConflictError: The app is stopped or disabled
",2026-04-23T09:26:15.799744,modal_disabled,cube-1x0y,31-03-18-16-14,cube,grid_single,1,False,False,False,False,1000,1.0,0.0,cube-1x0y_1000--31-03-18-16-14,cube,1.0,1000,,,"{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-POSx-POSy-1obj-cardboard-2026-03-31-18-16-14/mask.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-POSx-POSy-1obj-cardboard-2026-03-31-18-16-14/segmented_overhead.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000500/speckle_vibrations.mp4'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/audio/chirp_50_1000_3.0sec.wav'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000500/speckle_shifts_ifft_audio.wav'}",,,,,,,,,,True,False,False,True,True,True,True,False,False,False,False,False,False
cube-2x0y_0001--31-03-18-16-49,501,The app is stopped or disabled,"Traceback (most recent call last):
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 317, in _run_batch
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 260, in process_sample
    f""cat {shlex.quote(NEW_DIR + '/data/metadata.jsonl')} 2>/dev/null || true""
      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_object.py"", line 46, in wrapped
    return await method(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1702, in remote
    return await self._call_function(args, kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1638, in _call_function
    invocation = await _Invocation.create(
                 ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 182, in create
    response = await client.stub.FunctionMap(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
modal.exception.ConflictError: The app is stopped or disabled
",2026-04-23T09:26:32.866964,modal_disabled,cube-2x0y,31-03-18-16-49,cube,grid_single,1,False,False,False,False,0001,2.0,0.0,cube-2x0y_0001--31-03-18-16-49,cube,1.0,0001,,,"{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-POSx-POSy-1obj-cardboard-2026-03-31-18-16-49/mask.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-POSx-POSy-1obj-cardboard-2026-03-31-18-16-49/segmented_overhead.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000501/speckle_vibrations.mp4'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/audio/chirp_50_1000_3.0sec.wav'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000501/speckle_shifts_ifft_audio.wav'}",,,,,,,,,,True,False,False,True,True,True,True,False,False,False,False,False,False
cube-2x0y_0010--31-03-18-16-47,502,The app is stopped or disabled,"Traceback (most recent call last):
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 317, in _run_batch
  File ""/Users/eitanturok/good-vibrations/scripts/backfill_batch.py"", line 260, in process_sample
    f""cat {shlex.quote(NEW_DIR + '/data/metadata.jsonl')} 2>/dev/null || true""
      ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_object.py"", line 46, in wrapped
    return await method(self, *args, **kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1702, in remote
    return await self._call_function(args, kwargs)
           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 1638, in _call_function
    invocation = await _Invocation.create(
                 ^^^^^^^^^^^^^^^^^^^^^^^^^
  File ""/Users/eitanturok/good-vibrations/.venv/lib/python3.12/site-packages/modal/_functions.py"", line 182, in create
    response = await client.stub.FunctionMap(request)
               ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
modal.exception.ConflictError: The app is stopped or disabled
",2026-04-23T09:26:48.779453,modal_disabled,cube-2x0y,31-03-18-16-47,cube,grid_single,1,False,False,False,False,0010,2.0,0.0,cube-2x0y_0010--31-03-18-16-47,cube,1.0,0010,,,"{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-POSx-POSy-1obj-cardboard-2026-03-31-18-16-47/mask.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/image/cube-POSx-POSy-1obj-cardboard-2026-03-31-18-16-47/segmented_overhead.png'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000502/speckle_vibrations.mp4'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/audio/chirp_50_1000_3.0sec.wav'}","{'bytes': None, 'path': 'https://huggingface.co/datasets/eturok-weizmann/laser-vibrations/resolve/main/data/0000502/speckle_shifts_ifft_audio.wav'}",,,,,,,,,,True,False,False,True,True,True,True,False,False,False,False,False,False
